article_id,title,article_topic_category
22129805,"Once again, Alberta's without opposition",politics
11246363,Liberal leadership not much of a prize,politics
27484776,CBC has proved it can withstand the axe,politics
30901554,Feminists should get over Theresa May's politics,politics
27468535,Ottawa makes smart decision to slow arrival of Syrian refugees,immigration
24864481,"On climate change, necessity can be the mother of invention - with a little help",environment
31860291,U.S. election: Never underestimate the politics of celebrity,politics
22070262,Electric cars missed their moment. But gas taxes ...,economy
31800929,When public prejudice can serve the greater good,religion
22409800,Don't wait for Captain Wynne to save Canada,economy
11995279,Mayor Rob Ford must respond quickly and in detail to serious allegations,technology
16507240,Why Canada should support Ukraine's democratic protesters,crime_law
25066075,Empty chairs and a government enfeebled,politics
22130187,How Ontario's squeezing other have-nots,economy
31914328,Why William and Kate are bringing their children on royal visit to Canada,education
26960757,Unmuzzling government scientists is just the first step,politics
8798889,China must de-escalate its 'digital war' immediately,technology
28888887,Jeffrey Simpson: Beware the deficit fix. It's easy to get hooked,economy
27475500,Canada has a proud history of doing the right thing for refugees,immigration
28676610,There's a good reason against bombing IS - if only Trudeau would express it,politics
9317467,Hugo Chavez leaves a mess behind,economy
8305275,"Canada should not strip people, even terrorists, of citizenship",terrorism_security
32776713,What the election of Donald Trump means for Justin Trudeau,environment
17069460,Will a calorie law work? Fat chance,crime_law
16034846,Deactivate the seal-hunt celebrities,politics
25566492,Wanted: Stronger U.S. leadership,terrorism_security
32478679,The Trudeau government's new plan for economic growth? It's complicated,economy
13941381,"The cost of raising kids? Let's be honest, it's not cheap",economy
20280464,Assisted suicide isn't the only dignified way to go,healthcare
25959922,The Swedish sex-work model is a success,social_issues
31498825,The pitiable pivots of Trump,politics
11694211,Radwanski: Ontario's 'fair society' rhetoric starts to drown out the mantra of austerity,economy
25052877,A proper Russia strategy requires more than sanctions,technology
6992362,Education reform trumps property rights in first-nations talks with Tories,politics
12023737,The public eye and the public trough,politics
32451354,"A conspiratorial candidate, and America's deferred dread",politics
7339810,"Coyne, Trudeau: Strange bedfellows indeed",politics
23701486,How do you like Neal Carter's apples?,technology
14272246,What Putin's op-ed forgot to mention,crime_law
25971277,How do you spot the next terrorist?,terrorism_security
13116708,"Harsh lessons, imperfect answers in Lac-Megantic",environment
21293639,Tougher laws are not the only way to stop radicalization,terrorism_security
21123856,"Don't freeze my eggs, Apple. Fix tech's toxic work culture first",technology
21835226,"Love the military, fail the veterans",healthcare
15552285,Save for tomorrow? Not in this country,economy
25485932,Harper sticks with the status quo,politics
17586295,"Democracy in Alberta: Perks, fairy tales and entitlements",politics
24459857,Let's take bolder steps to stamp out smoking,healthcare
28746915,"1968, all over again: Young Americans rally for an anti-system outsider",politics
25327995,An urgent matter: more public washrooms,technology
16910686,Killing Marius the giraffe showed the zoo truly understands kids,education
28568039,Jeffrey Simpson: Canada's energy future is a long way from green,politics
18812139,How women are losing the pundit war,technology
20924259,Are we still that compassionate Canada?,immigration
25876307,Will parties in power ever do politics differently?,politics
16344189,Harper: More pro-Israel than Israel itself,politics
30495617,Jeffrey Simpson: Ontario's climate plan is policy on speed,environment
19234676,Obama's inaction behind Iraq's chaos,politics
13576567,The middle class is good politics but a curious crusade,economy
29774194,Why Muslims are proud Canadians,religion
24761811,"Truth and Reconciliation: Genocide or not, Canada authored this story",education
30189796,Offing the boss: Does killing terrorist leaders make us safer?,terrorism_security
21138368,Islam's clash with Islam,religion
30747410,"The Brexiters make their exit, and leave the cleanup to others",politics
17701994,"The young may live for today, but they vote for tomorrow",politics
25608277,Why a health-care report was dead on arrival in Ottawa,healthcare
25836229,Accountability needed: Why was Justice Russell Brown appointed to the top court?,crime_law
19911344,Russia's soul is more Putin than Gorbachev,politics
22672289,Canada's bluster over Palestine's ICC bid betrays its principles,crime_law
12235270,Dr. Morgentaler was a 'mover of history',healthcare
31537479,After Boushie: It's time for honest talk about racism in Saskatchewan,social_issues
16176713,Reefer madness will spread - if it works,crime_law
31937572,"It's time for action, and new answers, on the global refugee crisis",immigration
18768452,Academic freedom? It's not just an academic argument,education
21348261,Scrapping the PSA test for prostate cancer is an injustice to men,technology
32473797,The Walloon that roared: Federalism's new fragility,politics
14213384,Why a secular charter is good for Quebec,religion
9560925,We can fly the friendly skies again - feel free to bring a knife!,terrorism_security
32804705,Trump didn't win only because Clinton lost,politics
27566968,"Trump: an opportunist for sure, but not a fascist",politics
22643643,U.S. could do worse than Clinton vs. Bush,politics
23427570,Put jihad in its place: one threat among many,terrorism_security
15935637,Let the airport model drive roads and transit,economy
19890289,Gutless sanctions expose West's lack of resolve,economy
27670469,Trump is crazy - like a fox,politics
24283993,Why we might have seen the last of the Alberta PCs,politics
25653158,Don't turn prime ministers into comic-book villains,politics
8482089,"We need to shame hackers, not trade in their stolen goods",technology
24025744,No-prayer rule? A godsend,crime_law
13331003,"Toronto's Rob Ford: A resilient mayor, a tolerant city",politics
29425530,Why Belgium is ground zero for jihadi terrorism,terrorism_security
21973069,"Gay rights aren't that complicated, Mr. Premier",education
20806046,"Look closely, U.S. conservatives: Harper's not a new Thatcher",politics
28225295,Why Sajjan will be wrestling with military spending,politics
25725559,Planned Parenthood under siege,healthcare
10645044,The UN drought program did Africa no good. Canada was right to withdraw,politics
31852643,Clinton is sick – but we should all be worried about Trump’s immunity,healthcare
23320792,Israelis and Palestinians are still stuck in the post-Rabin era,politics
12821569,Toronto Mayor Ford is justifiably angry over Sousa's blindside move,economy
11436337,NDP letter asking for donations has some businesses seeing red,politics
31317723,An Olympic challenge: testosterone,sports
15316641,Could Harper do a Pierre Trudeau on the Senate?,politics
30253397,Why Gingrich may be Trump's running mate,politics
6935101,An aloof McGuinty leaves Broten holding the bag,education
22543214,A federal deficit in 2015? Talk about an economic non-problem,economy
15849107,We need to take the long view on pensions,economy
20180124,What's scarier: raccoons or the police and firefighters unions?,economy
29036977,Why not a national drug plan for seniors similar to CPP?,economy
22819205,"Terror questions for Parliament, not a party rally",terrorism_security
7857305,Rob Ford needs to end the sideshow and be a true leader,politics
26195459,What happened to the Liberals' francophone foundation?,politics
14406605,Guns 'n' lattes at Starbucks,crime_law
10601082,Information commissioner right to investigate 'muzzling' of scientists,environment
17945286,"When MPs hate politics, it's time for change",politics
12434825,"From Obama to Harper to David Cameron, transparency has gone out of style",politics
20093650,Why the chaos of Ferguson would be far less likely in Canada,crime_law
11698749,Will social media change Canadian politics? Hasn't happened yet,politics
28775343,Syrian conflict is Canada's moment to 'wage diplomacy',politics
32709632,"Basic income is not just about work, it's about health",technology
19571563,"Abortion in New Brunswick: The vise tightens, and activists push back",healthcare
26147740,Warmer relations with Russia will backfire on the U.S.,crime_law
29003409,Why stripping citizenship is a weak tool to fight terrorism,terrorism_security
19764919,Gaza's actors stick to a familiar script,terrorism_security
32112371,What's left for the centre-left?,politics
23854302,Liberals heart Larry Summers,politics
21678148,Ontario confronts four years of tough choices,economy
19325141,"Tough times at CBC call for new documentary vision, not a retreat",economy
30253490,"Jeffrey Simpson: NDP wins a round on electoral reform, but Liberals still ahead in the game",politics
22487481,"When a stagnant health system meets an aging population, disaster awaits",healthcare
32088828,"Sure, Trump lost the first debate. But watch out next time",politics
19768238,We can't stomach the real cost of food,crime_law
29792195,Jeffrey Simpson: Why a carbon tax is better than cap-and-trade,environment
22094936,Sydney was just another test for democracy,terrorism_security
8798142,Wynne aims at tripartisan peace with nods to Tories and NDP,economy
10822978,Conservative robo-calls ran afoul of the law - and my mom,politics
7569800,Liberal leadership debate stays on script,politics
12282910,Russia's missiles in Syria will change the whole Mideast game,economy
15530249,Denial is an assault on history,politics
9919009,Why Liberals and New Democrats should share a bed,politics
31955707,"Prostate cancer? Relax, and don't rush your treatment",technology
13578514,"Students are cool with MOOCs, so why aren't profs?",education
11193115,Ottawa withholding reports on B.C. wild salmon,healthcare
18375312,What are the terms of Russia's compromise?,economy
29629512,Canadian Forces reality check: Time to do less with less,terrorism_security
24099894,We are cruel. We always have been. The Internet did not make us so,technology
26263925,Why Toronto should say No to the Olympics,sports
22832603,A court not afraid to brandish the Charter like a sword,crime_law
32357819,Why Montreal's ban on pit bulls is a reasonable restraint,crime_law
27669712,"Jeffrey Simpson: Electoral reform a job for the people, not the politicians",politics
23458917,"If abortion is medically necessary, why isn't access universal?",healthcare
18915380,"Ontario PCs offer a bit of doable, a lot of dreamland",economy
16745709,Don't buy the spin on our emissions cutting,environment
28387572,The Forcillo verdict: Even the police are not above the law,crime_law
17414176,Canada's forgotten independence day,politics
28659297,The fire-breathers lead the Republican pack,economy
29920326,Air rage and the collapse of democracy,economy
29809990,The GOP's unconditional surrender,politics
24050484,Budget paints opposition into a red corner,economy
15815931,"Who's afraid of the big, bad weed? Canada",politics
16405795,"As a teacher, I know global math scores are meaningless",education
15240629,Want solutions to Rob Ford malaise? Learn from south of the border,politics
14450045,Firing people for offensive tweets is worse than offensive tweets,crime_law
10674115,"Across Canada, the Liberal brand is back (for now)",politics
31122484,"For Germany, a new reality - and new questions",terrorism_security
27509852,Banking on Arab youth to turn Arab countries around,economy
13295853,"We're missing jobs, not skills, Mr. Kenney",technology
11606920,Temporary worker program changes just a new rubber stamp,immigration
17532668,"Mr. Putin's next move in Ukraine, and ours",crime_law
21291962,"Mr. Mansbridge, can you please narrate my life?",politics
23453424,Where's the logic in Ontario's power play?,economy
15809360,Frank Gehry and David Mirvish's tall order in Toronto,technology
15122092,A scandal Harper can't prorogue,politics
27127736,Trudeau's time to act on Syrian refugees,politics
26672641,"TPP: Less than hoped for, less than feared.",technology
31123658,"Bernie Sanders lost. Get over it, bro",politics
16314768,"Decades ago, we should have listened to Joe Clark",politics
25901407,What does it take to get women elected?,politics
17102502,Unite the right to beat Rob Ford,politics
11285469,Justin is his mother's son,politics
10251782,The 'great unoccupied condo scandal'? Get over it,economy
20171956,Is Islamic State the best possible enemy?,religion
26556228,We can't turn back the clock on Canada's foreign policy,politics
9236840,Gary Mason: Will Christy Clark throw in the towel?,politics
23878595,Rolling Stone's trail of wreckage,education
14370971,"Two years after Occupy began, our idea is rebooting the future",economy
23628583,Syria gives the Liberals a way out,religion
12786371,Harper change direction? Don't bank on it,politics
11620698,The G-G steps up on democracy,politics
31605288,Let's make sure Ontario's sex-ed curriculum is here to stay,education
24363093,Dad rules when sex ed collides with religion,religion
31599667,The National Energy Board has a credibility issue it can no longer ignore,economy
28817695,"Before we legalize pot, Canada has to decide: How high is too high to drive?",crime_law
27779111,Uber ups the ante. So what's the TTC going to do about it?,economy
26943330,Jeffrey Simpson: Getting to the core of NDP disappointment,politics
29694364,Why is Ottawa still defending disenfranchisement of expats?,politics
26638718,The campaign's final make-or-break weeks,politics
30929037,Peacekeeping: Is Canada looking for a fight in Africa?,politics
30384483,"Yes, there's a housing bubble. No, Ottawa has no clue what to do",economy
23965259,Iran's regime and IS are two sides of the same medieval coin,crime_law
22247123,"When shaping the capital, do so with care",crime_law
31909648,"Snicker all you want, but Trump’s appearance on Oz was a triumph",politics
15513300,Mulcair is very clear and clearly wrong on Clarity,politics
29219395,Ohio primaries: Trump promises a time machine for blue-collar Americans,politics
11693015,Narrowing NDP lead over Liberals in B.C. puts pressure on Dix,politics
20180340,"In California's brown fields, an arid future",crime_law
11434593,The futility of Mr. Obama's gun-control crusade,politics
7536845,Doug Saunders: Killer quinoa? Time to debunk these urban food myths,economy
26226480,"A crisis for many years, and many reasons, to come",immigration
23334065,"Reforming Retirement (4): Canada needs to ramp up CPP, ASAP",economy
17618362,Nadon and the reinforcement of Fort Civil-Code,crime_law
7766669,"A hunger strike ends, but with little to show for it",economy
13903146,Look at the cute new prince! And ignore the ugly royal bank accounts,economy
12073785,Why Toronto Mayor Rob Ford was deemed an unfit high school coach,education
28790748,The solution to an ever-increasing police budget? Fewer cops,crime_law
23296659,Academia has to stop eating its young,education
15907635,Chief Bill Blair is the true professional here,crime_law
11907229,Globe Editorial: Allegations of IRS 'tea party' abuse are deeply disturbing,politics
19762097,Are the police soldiers or social workers?,crime_law
19767541,We've reached Peak Foodie,technology
9335818,"When it comes to the budget process, Ottawa keeps getting it wrong",economy
13886830,Harper's latest prorogation has the unwelcome whiff of political convenience,politics
10193881,"Gay marriage is a non-issue in Canada, but it still riles America",crime_law
32015353,Why Israel's Netanyahu is in a position of strength,terrorism_security
8765756,The spiritual side of Idle No More,religion
26503724,Who has the momentum in this three-way race?,politics
24072170,Infrastructure spending is no miracle cure,economy
30507031,Who needs the truth in this post-factual world?,technology
22710583,Ignoring the poor impoverishes politics,politics
30571799,A women's rights champion is arrested and jailed. What will Canada do?,religion
13814943,"When Canada plans pipelines, it forgets the First Nations at its peril",crime_law
25911708,"Anti-terrorism measure, hijacked",terrorism_security
11395088,"So many political promises, so little money coming in",economy
24343419,Notley should seize the moment and get the bucks out of Alberta politics,politics
31777511,Don't hold your breath for a 30-hour workweek,technology
30457819,Right-to-die bill should be passed without Senate amendment,crime_law
17642490,While the Prime Minister travelled Ottawa burned,politics
16773515,"If the Pope were really progressive, he'd speak about child rape",religion
17860310,"Don't take Putin's bait, Ukraine",politics
15268846,No heroes in this Senate morality tale,politics
14347091,A tip for the PM's new image fixer,politics
31571998,New peacekeeping plan a missed opportunity for Canada,politics
20598876,It's not too late to persuade Scotland to stay in the U.K.,politics
8941991,Alberta has a new export: the petroleum trap,economy
22204450,The meter's ticking on Uber's new humility,technology
11698722,Message from Boston: America has grown up,terrorism_security
27237819,The crisis on U.S. campuses,education
17598253,Here's the value in the Nadon appointment,crime_law
16080664,Wynne plays long game in era of cynicism,politics
15631389,How Harper's foreign policy focus evolved from human rights to the 'almighty dollar',politics
7367223,Harper's 'tough on crime' is all torque,crime_law
12745136,State of play as the House closes its doors,politics
17832282,It's getting tough to find a book. But it's worth it,technology
27303262,"Defeating IS will require imagination, solidarity and courage",terrorism_security
28157058,Jeffrey Simpson: Why the Energy East pipeline will be a key test for Liberals,environment
23670062,Is politics broken? Let's vote on it - or not,politics
14078938,Universities should educate - employers should train,education
32576667,How Canada can take responsibility for its genocidal past,education
29910156,"Trudeau apologizes, but no sign of when electoral reform will begin",politics
27954629,Canada must navigate rough global waters,economy
25045688,"With climate encyclical, the Pope has knocked one out of St. Peter's",environment
29799974,Trump needs to put his 'woman's card' play back in the deck,politics
29299559,Canada polishes its good-guy badge,politics
27898273,"If pot is medicine, treat it that way",healthcare
30782548,"Assisted dying: Focus on support for the suffering, not hastened death",religion
12008542,"Just say ""taxpayer."" It's a get-out-of-jail-free card",economy
24729955,"The new political math: Give me more, tax me less",economy
25066225,How Dylann Roof caught the virus of hate,terrorism_security
30073856,Political finance reforms an insult to Ontario voters,politics
23308420,A life sentence without parole will not make Canadians safer,crime_law
30131537,Jeffrey Simpson: Oil and LNG: Why B.C. still isn't open for business,other
11778418,Let's move beyond census debates. The world is rich with data,economy
14151404,Saint Mary's students should see the consequences of condoning sexual abuse,education
32278938,In search of the triggers to Muslim radicalization,religion
19607475,"Ontario's budget: On second thought, this might hurt",economy
15684784,"The CBC: What's it good for, without hockey?",sports
7924447,"You go, girls! Your political time has come",politics
21886003,Should Canada do a Uruguay on pot?,crime_law
15400852,What to do when the deficit is gone?,economy
8188151,Richard III was no hero,crime_law
12840225,Some hard-headed thinking about living by the water,economy
11841998,"On Ontario budget, Horwath is decidedly undecided",economy
29021257,Trump is running against history,politics
19881794,Board's refusal to say why it's forcing out Police Chief Blair is absurd,crime_law
25783268,The lowdown on women and up-talking,technology
14532245,"A nuclear Iran is still dangerous, even if the tone of voice has changed",politics
19108620,Treat all Canadian citizens equally under the law,crime_law
25413911,Keep the Senate. Replace the members,politics
16462745,We nearly lost our unvaccinated son to flu. This was supposed to happen to other people,healthcare
31381614,"Gay Canadians, and an apology due",politics
31394308,We need to step up efforts to stem Muslim youth radicalization,religion
30562514,Venezuela reaps what Chavez sowed,politics
9602111,A pope for the Church - or a pope for the world?,religion
12137497,"'Taxing the rich' is all show, no substance",economy
13269419,"With goal line so near, Ford stumbles and fumbles",economy
31142729,Yes to B.C.'s new tax on offshore home buyers,economy
8952216,Pipelines are the ticket to North American energy independence,environment
23321418,"Reforming Retirement (3): More RRSP, not more TFSA, please",economy
15446274,Why Jews flee to Europe (or at least half of it),religion
13240182,America's race curse,crime_law
12245820,"Morgentaler, the flawed saint",crime_law
28744570,Young feminists don't need to be told who to vote for,politics
30926538,Ginsburg's attack on a presidential nominee - even Trump - taints the court's integrity,crime_law
16413031,We can expect Canada-U.S. friction to grow,politics
14926816,We have a deal with Europe. Let's not blow it,politics
26115596,Why parties ignore the arithmetic of aging,politics
7888730,"Ease up, stroller warriors, and try a little tenderness",technology
13498165,"Relax Vancouver drivers, you can handle another bike lane",economy
28888508,Why Calgary needs its fluoride,politics
11717422,"The parenting divide: If we aren't over-protecting our tots, we're giving them rifles",technology
27051288,Bombardier wants handouts. What it needs is better management,economy
21563864,Mr. Oliver's twist: orphaned surplus,economy
28532210,"Balmy in February: When puddles replace rinks, we all lose",sports
13105827,"Lac-Megantic: It's not trains vs. pipelines, but why we're relying on oil",environment
12135759,Our petty provincialism threatens free trade ambitions,politics
8077946,"'Roasted, toasted, fried and grilled': climate-change talk from an unlikely source",environment
12934330,"In Libya and beyond, intervention's just the start",crime_law
7538424,Tabatha Southey: Self-serving Tory abuses of power? You ain't seen nothing yet,politics
26385163,Australia shows us what parliamentary democracy looks like,politics
15652032,Kenney's confident enough to speak his mind,politics
24698136,Taxpayers take the hardest hit from attack ads,politics
23111908,Death: a nine-point plan for legislators,healthcare
28744045,Don't blame the flipping realtors for Vancouver's super-hot housing market,economy
15741406,"No time for educational complacency, Canada",education
33052108,Road tolls: It's time to say goodbye to Toronto's free ride,economy
30768477,"Like many in Britain, I could have said 'No, Prime Minister'",politics
16236513,The loonie's overdue landing,economy
13814972,The long war against al-Qaeda isn't over,terrorism_security
9234600,The Harlem Shake and a simmering Arab sexual revolution,religion
31648725,The West can't let Putin decide Ukraine's future,immigration
29030440,Troubleshooting the malfunctioning Republican Party,politics
28228455,Supreme Court fumbles again on assisted dying,crime_law
31295522,How Alberta could champion a new energy source,economy
17357913,Don't let Russia abuse Crimean history,crime_law
31381639,"Yes, Rob Ford lied. No, the camera didn't",technology
22329693,"Netflix cracks down (cough, cough)",social_issues
21481849,Not all conservatives have their heads in the oil sands,environment
18459188,"After Atleo, does the Assembly of First Nations serve any purpose?",politics
7177302,Inconvenient truth: We don't have the best health-care system,healthcare
29805600,The Catholic church must find the money for residential school victims,religion
19133323,"Who needs democracy, anyway?",politics
27108365,"Trudeau's balanced cabinet, with real merit",politics
15324696,I'm glad my war-veteran father isn't a soldier today,education
18757183,My sister and I know it: We need an inquiry into murdered aboriginal women,immigration
21504081,Wake up to the benefits of a later school day,education
11935330,Globe Editorial: B.C. voters choose economic growth in historic general election,politics
25672460,Put First Nations in charge of oil pipeline safety and spill response,technology
11778246,Celebrating Canada's military past is not a partisan exercise,politics
23160916,The first minister and the fourth estate,politics
25663593,The eternal NDP struggle with free trade,politics
29452220,Pay-to-play has no place in a democracy,politics
21779673,Policing lessons for Canada from the Ferguson fiasco,crime_law
23545770,"Canada sells ""rule of law"" to countries like Egypt. But whose rule? What law?",crime_law
13080671,"For lack of pipelines, the risks of rail",economy
12725889,A Harper turnaround: 'Why' is easier than 'how',politics
12825020,"The PMO is not the place for petty, partisan games",politics
9468954,One Pope. Five experts. Our faith panel picks a pontiff,religion
22358012,Paris attacks illustrate the power of mockery,terrorism_security
12695248,"Baird's dismissal of Iranian election as ""meaningless"" leaves little opportunity for change",politics
11881474,Whoever wins election needs to take early action on environment,environment
29553145,"Baseball season is young, and sexism is here. But there's reason to hope",sports
25175186,Greece stumbling toward default: A game of chicken gone wrong,economy
20608523,Welcome to the 399-day federal election campaign,politics
13564028,Rick Mercer grills his pals for a holiday name,politics
32338990,What happened to Justin Trudeau's promise to ban asbestos?,politics
22165729,Only humans allowed into Paradise? Don't be so dogmatic,religion
29711483,New Liberals play old Liberal games in minister's fundraising scandal,politics
32694649,The dwindling demographic support of the Republican party,politics
17942327,"Taxes pay for robots, but robots don't pay taxes",economy
11717275,Surging B.C. Liberals press NDP to mount more aggressive campaign,politics
29904241,"Notley's first year: Calm in crisis, strong in delivery",politics
24498401,Toronto's carding policy diminishes trust in the police,crime_law
29912274,A few more census questions for Canada's geeky populace,politics
29333884,The Brussels attack: A blow to the heart of the EU,terrorism_security
32450922,"From Clinton, a more aggressive and impassioned debate performance",politics
12573341,How Americans came to believe in 'Canadian values',politics
16074220,"Now comes the heavy lifting for Enbridge, First Nations",economy
26326843,Lynton Crosby explains how conservatives can win,politics
26227041,Parties are losing their sense of identity,politics
6873483,The way to break the Northern Gateway logjam: aboriginal equity,environment
24329853,A half-century of progress and black America's still burning,crime_law
25341357,The jihad path not taken,religion
22066223,The prison system failed my daughter. Ashley's ordeal will be repeated,crime_law
14892866,"Good enough for Nobel, but not for Quebec",religion
11636413,The best terror defence is intelligence,terrorism_security
30020007,"Liberal move on electoral reform: Big on goals, short on principles",politics
16724305,Ottawa must rein in its soaring pension costs,economy
24002162,The Soviet Union didn't die,economy
13295395,"Marcus Gee: With Toronto subway decision, Rob Ford finds the good in taxes",economy
13464882,"Revenge is a bad business plan, Newfoundland",religion
13400823,Pension liabilities drive America's cities to their knees,crime_law
24565583,"Germany: Where the refugee flood is a solution, not a problem",immigration
13966847,Ignore the scare tactics. Canadians can afford retirement,economy
30692142,"Jeffrey Simpson: As his time winds down, Obama draws rightful recognition",politics
26504484,Why Hillary Clinton had to say 'No' to Keystone,politics
19680751,Ukraine's chaos is 'Made in Moscow',technology
9369079,Confederate flag ugly symbol of human bondage that should not be used,education
29546188,"As Quebec tackles corruption, where are the other provinces?",crime_law
22643625,Doctors and provinces: End your Cold War over billing,healthcare
22246132,"It's all over now, baby boomers",economy
16680743,Is this democratic reform's Big-Bang moment?,politics
26851501,Mulcair's challenge: The morning after the night before,politics
29533876,Why the Liberal party is rebranding itself as a 'movement',politics
27653335,First Nations need a lot more than just a missing women inquiry,politics
13534242,Meet the new breed of relevant environmentalists,environment
31599702,Ottawa must be clear: This is not traditional peacekeeping,politics
20736757,Seniors on stretchers: a health care disgrace,healthcare
13939363,Punished for being a parent of a bully,technology
8148703,"Clarity of secession, confusion of NDP",crime_law
27326661,Let Paris be the moment we confronted two global threats,terrorism_security
22611162,For Alberta? For Ontario? Speak for Canada,politics
11712162,Don't wager on a Toronto casino,economy
19191363,Ottawa's sunny outlook on asbestos is out of step with the facts,healthcare
17860024,"Dimitri and Eve, fools for love",politics
12293766,Canada doesn't negotiate with terrorists. Until it does,terrorism_security
24520679,Paradigm shifts and pollsters,politics
15503777,Meet the new servant class,education
14332725,The core of Quebec's charter? Republicanism and feminism,religion
10798255,The food safety agency can be cut. There are better ways to protect our health,technology
14581126,Move the unemployed to where the jobs are? It doesn't work that way,politics
25413801,Confusion reigns on aboriginal rights when court rulings meet reality,crime_law
9966416,The budget should restrain absenteeism,economy
31692545,Indian status: Why are we still hanging on?,social_issues
7969542,The 1 per cent get a bad rap,education
26055674,Academic freedom at UBC: The case of Arvind Gupta and Jennifer Berdahl,education
21354222,"Lone wolves, police state",terrorism_security
9552917,Doug Saunders: Hugo Chavez had nothing to do with South America's real revolution,economy
16724279,Keystone a pawn of global climate politics,environment
29004127,You can't fight obesity without tackling fat shaming,healthcare
25541257,An energy strategy to power the country,environment
23322748,"How Al Jazeera, my employer, failed me in Egyptian court",crime_law
27286044,Canada should not waver on plans for Syrian refugees,terrorism_security
19626910,"As a former sex worker, I am sure the Conservative bill will fail",crime_law
23812621,Are we ready to open the Pandora's box of pharmacare?,healthcare
21745050,Ten key legal points of the Ferguson verdict,crime_law
21002326,Why climate litigation could soon go global,environment
21055867,Is this the death of the grocery store?,technology
22457601,Quebec nudges Wynne to join cap-and-trade scheme,environment
29264416,Obama's fatalism leaves Putin plenty of rope,religion
25235615,Why do we cling to an outdated Senate that does the government's bidding?,politics
16738128,"Marcus Gee: As it stands, Gardiner teardown is a bad idea",sports
27909951,"Evidence, please, on medical marijuana",healthcare
13240121,"Harper's cabinet shuffle is a good facelift, but what's behind it?",politics
9982148,Canada's mortgage rates are not the Finance Minister's business,economy
27123188,"I designed the Canada Post community mailbox, but send your hate mail elsewhere",technology
13957176,"Seeking Stephen Harper, historically",politics
20921845,ISIS has threatened Canada - but that's not the best argument for intervention,terrorism_security
17678773,The West's response to Putin is a joke on the free world,crime_law
12632101,"The G8 that failed: Syria, Russia and the demise of summitry",economy
23349944,Spocking the fiver's a loving tribute. But still no women? Most illogical,politics
16746771,How to be a gay rights ally during the Sochi Games,sports
31210788,"During heated U.S. election, knowing thy enemy remains good advice",technology
23562195,How not to ramp up the CPP,education
25725494,"Medicare needs a culture change, not more money",healthcare
12768160,When might it be Justin time?,politics
31459239,"Fully, completely: The Hip unites us all",other
21005170,Let the provinces' fiscal squawking begin,economy
14928534,"Free trade with Europe's a start, but we're still overpaying for food",politics
30760916,"Pride controversy: Gay, white men were once on the outside too",crime_law
31838978,When it's too costly even to be poor,economy
17368619,The world is awash in excess cash. Time to free up capital,economy
10449504,The road to electric cars is strewn with potholes,environment
23545970,How not to conduct a transit plebiscite,politics
29021955,"Wrong, Mr. Wall. Quebec is not attacking the western oil industry",technology
28604774,Humanity's best friend deserves legal recognition,crime_law
18459108,The Senate lives on with all its powers. So now what?,politics
24455836,Ontario has a genuine friend in Couillard,politics
18930209,Autism does not equal murderous rage,crime_law
11140754,Let North Korea test a missile. This game is getting tiresome,education
31860776,What way will the Conservative Party turn?,politics
27164326,Myths and stereotypes: Some judges still don't get it,crime_law
16147624,It's time to build democracy 2.0,politics
20350107,"Provincial challenges, federal dollars",economy
14270413,Rape on campus - is it an epidemic?,education
24252074,Why do we need laws to enforce common sense?,education
29527255,Jeffrey Simpson: Nine reasons why a Trump couldn't happen in Canada,other
28681535,"Cultural genocide: When we debate words, we delay healing",crime_law
7039202,What if Mother Nature had rights? She does in Ecuador,economy
15580843,Oil sands debate not about good vs. evil,environment
7437935,Cost of policing in Canada cannot continue to rise,crime_law
10914114,Adam Radwanski: Hudak still paying for a bad first impression,politics
29189632,"A woman on our money: Who deserves to be honoured, and why?",politics
11805809,Marcus Gee: Transit debate descends into debacle,economy
8127362,Canada's African adventure takes a colonial turn,politics
13337953,Premiers to face off against Ottawa over 'flawed' job program,politics
17174267,Nightmare? I want a daycare on Elm Street,politics
22528325,Degrees of misogyny at Dalhousie,education
19523276,"In the Khadr case, politics can't be allowed to trump precedent",crime_law
17610287,Has Putin bought into these dangerous ideas?,crime_law
27411691,Syrian refugees facing winter in tents: How Canadians can help,immigration
13815907,A radical idea for union leaders: partnership,economy
22837331,The Supreme Court gets it right on assisted suicide,crime_law
20912608,Only a limited Canadian mission against ISIS deserves support,terrorism_security
18089478,Can our kids' schools be too safe?,education
27036548,Time for a Canadian summit on climate change,environment
11738514,Israel's motive in hitting Syria was pure self-defence,religion
7915335,Is Canada's hockey obsession getting out of hand?,sports
28814433,"Maybe, just maybe, fluoride is simply there to protect your teeth",healthcare
11689508,Ontario's debt burden just keeps on growing,economy
31498601,"Distracted driving: Put the cell away, or spend time in one",crime_law
22532639,We have to break the cycle of extremism and backlash,religion
11999486,The Iranian threat isn't nuclear - it's political,economy
10157546,Obama has put Israel back on the agenda. Now the tough choices begin,terrorism_security
26943151,"The energy challenge, for Trudeau and Alberta",politics
29342754,Why the NDP needs to keep Mulcair's hand on the tiller,politics
27306638,Canada needs 'coalition of the willing' to improve health care,healthcare
30050009,Is it time to give Russia the Olympic boot?,sports
21094270,Was Obama eight years early?,economy
16254959,Ontario delivered on taxes. Business's turn to step up,economy
16075404,"We'll be home for 'Christmas,' however it's celebrated",religion
10365821,A Page the Conservatives will happily turn,politics
20144410,Marijuana: Yes to more steps toward decriminalization,crime_law
